data_id	treat	age	education	black	hispanic	married	nodegree	re74	re75	re78
CPS3	0	40	11	0	0	1	1	20666.349609375	8502.2421875	25564.669921875
CPS3	0	27	7	0	0	1	1	3064.29296875	8461.0654296875	11149.4501953125
CPS3	0	36	9	1	0	1	1	13256.400390625	8457.484375	0
CPS3	0	39	6	0	1	1	1	13279.91015625	8441.37109375	25048.939453125
CPS3	0	21	9	0	0	1	1	11156.0703125	8441.37109375	1213.2139892578125
CPS3	0	29	12	0	0	1	0	11199.169921875	8081.51611328125	0
CPS3	0	22	13	0	1	0	0	6404.8427734375	7882.7900390625	9453.0166015625
CPS3	0	25	10	0	0	1	1	13634.5400390625	7793.27392578125	11688.8203125
CPS3	0	27	12	0	0	1	0	12270.8896484375	7709.12890625	7806.8291015625
CPS3	0	45	8	0	0	1	1	22415.970703125	7635.72607421875	15931.3701171875
CPS3	0	26	12	0	0	1	0	2345.241943359375	7565.90283203125	2838.712890625
CPS3	0	27	12	0	0	1	0	9788.4970703125	7496.0810546875	14038.400390625
CPS3	0	33	8	0	0	1	1	12312.0302734375	7474.59716796875	25514.4296875
CPS3	0	25	12	0	0	1	0	11381.3798828125	7467.43505859375	4162.755859375
CPS3	0	49	8	0	0	1	1	6459.703125	7431.62890625	7503.89599609375
CPS3	0	40	3	0	1	1	1	7576.48486328125	7426.2578125	12104.0595703125
CPS3	0	22	12	1	0	1	0	9729.71875	7372.5478515625	2231.366943359375
CPS3	0	25	5	0	0	1	1	7891.9267578125	7293.77392578125	14617.669921875
CPS3	0	25	12	0	0	1	0	11516.5703125	7263.3388671875	19588.740234375
CPS3	0	21	12	0	0	1	0	13601.23046875	7202.4677734375	10746.0302734375
CPS3	0	33	9	0	1	1	1	11959.3603515625	7087.88720703125	25564.669921875
CPS3	0	20	12	1	0	1	0	9555.34375	7055.6611328125	0
CPS3	0	19	11	0	0	1	1	4306.4677734375	6978.6767578125	837.8709716796875
CPS3	0	25	12	1	0	1	0	295.84930419921875	6942.87109375	461.0506896972656
CPS3	0	29	12	0	0	1	0	15303.830078125	6932.12890625	24290.869140625
CPS3	0	20	12	0	0	1	0	3558.029052734375	6797.85498046875	6680.8017578125
CPS3	0	29	6	0	1	1	1	8542.4033203125	6701.1767578125	7196.52783203125
CPS3	0	25	13	0	0	1	0	19259.58984375	6652.8388671875	13015.8203125
CPS3	0	41	15	0	0	1	0	25862.3203125	6563.3232421875	24647
CPS3	0	39	10	0	0	1	1	22745.130859375	6493.5	25564.669921875
CPS3	0	33	12	0	0	1	0	10819.0703125	6369.9677734375	2936.242919921875
CPS3	0	29	8	0	0	1	1	9169.369140625	6352.06494140625	20575.859375
CPS3	0	21	11	0	0	1	1	10679.9599609375	6276.87109375	10923.349609375
CPS3	0	31	12	0	0	1	0	23652.26953125	6228.5322265625	22403.810546875
CPS3	0	36	12	1	0	1	0	11040.4697265625	6221.37109375	7215.73876953125
CPS3	0	25	7	0	0	1	1	5597.625	6099.62890625	122.65129852294922
CPS3	0	35	7	0	0	1	1	10715.23046875	6087.09716796875	15177.73046875
CPS3	0	22	9	0	0	1	1	5683.8330078125	6038.7578125	4742.02490234375
CPS3	0	31	2	0	1	1	1	3262.178955078125	5965.35498046875	9732.306640625
CPS3	0	40	15	0	0	1	0	10907.240234375	5922.38720703125	6238.9619140625
CPS3	0	47	3	0	0	1	1	9047.8935546875	5911.64501953125	6145.865234375
CPS3	0	26	8	0	1	0	1	3168.134033203125	5872.2578125	11136.150390625
CPS3	0	42	7	0	0	1	1	10971.8896484375	5806.01611328125	9241.7021484375
CPS3	0	53	12	0	0	0	0	17104.400390625	5775.5810546875	19965.560546875
CPS3	0	30	17	1	0	0	0	17827.369140625	5546.4189453125	14421.1298828125
CPS3	0	28	10	0	0	1	1	10415.4599609375	5544.62890625	10289.41015625
CPS3	0	46	11	0	0	1	1	14753.2802734375	5299.35498046875	0
CPS3	0	28	12	0	0	0	0	8256.349609375	5279.6611328125	21602.880859375
CPS3	0	27	12	0	1	1	0	17604.009765625	5222.37109375	25564.669921875
CPS3	0	25	10	0	0	1	1	4335.85693359375	5181.19384765625	12418.8095703125
CPS3	0	38	8	0	0	1	1	11242.26953125	5174.0322265625	0
CPS3	0	26	12	0	1	0	0	7968.337890625	5109.5810546875	4181.9658203125
CPS3	0	54	12	0	0	0	0	7165.0390625	5012.90283203125	0
CPS3	0	38	8	0	1	1	1	22606.01953125	4978.88720703125	8720.0654296875
CPS3	0	23	17	0	0	0	0	0	4876.8388671875	16747.080078125
CPS3	0	23	8	0	0	1	1	3595.2548828125	4866.09716796875	2782.55908203125
CPS3	0	23	12	0	0	1	0	11690.9501953125	4764.0478515625	14065
CPS3	0	25	12	0	1	1	0	8746.1669921875	4762.2578125	379.77569580078125
CPS3	0	25	15	0	0	1	0	7386.43603515625	4738.98388671875	12705.490234375
CPS3	0	37	11	0	1	0	1	615.20977783203125	4713.9189453125	0
CPS3	0	40	12	0	0	1	0	18389.6796875	4688.85498046875	21857.05078125
CPS3	0	19	10	0	0	0	1	5777.8779296875	4672.7421875	135.9508056640625
CPS3	0	48	7	0	0	1	1	13326.9296875	4636.93505859375	0
CPS3	0	19	12	0	0	0	0	8530.6484375	4620.8232421875	0
CPS3	0	16	9	0	0	0	1	2539.2099609375	4579.64501953125	0
CPS3	0	29	10	0	0	1	1	713.173095703125	4542.0478515625	7781.7080078125
CPS3	0	30	16	0	0	0	0	3093.681884765625	4468.64501953125	15538.2900390625
CPS3	0	22	11	0	0	1	1	8761.8408203125	4463.27392578125	10642.58984375
CPS3	0	22	10	0	0	0	1	17268.98046875	4400.61279296875	2453.02587890625
CPS3	0	47	10	1	0	1	1	13311.259765625	4397.0322265625	19330.140625
CPS3	0	25	12	0	1	1	0	2266.8720703125	4361.22607421875	3020.472900390625
CPS3	0	47	10	1	0	0	1	21918.3203125	4323.62890625	19438.01953125
CPS3	0	24	12	1	0	1	0	8573.751953125	4293.19384765625	0
CPS3	0	20	12	1	0	1	0	2648.928955078125	4273.5	0
CPS3	0	28	12	1	0	0	0	16722.33984375	4253.80615234375	7314.7470703125
CPS3	0	47	11	0	0	0	1	8060.423828125	4232.3232421875	3358.873046875
CPS3	0	50	0	0	0	1	1	10162.7197265625	4218	220.18130493164062
CPS3	0	18	12	0	0	0	0	2217.889892578125	4191.14501953125	8957.9775390625
CPS3	0	21	12	0	0	0	0	9665.0634765625	4110.5810546875	1687.56396484375
CPS3	0	47	11	0	0	1	1	23924.609375	4096.2578125	17358.849609375
CPS3	0	21	12	0	0	0	0	2827.221923828125	4056.87109375	5937.5048828125
CPS3	0	34	11	0	0	1	1	0	4010.322998046875	18133.1796875
CPS3	0	19	12	0	0	1	0	5817.06298828125	3919.01611328125	1066.9189453125
CPS3	0	44	13	0	0	1	0	8032.994140625	3881.4189453125	3104.7041015625
CPS3	0	21	15	0	0	1	0	6951.47900390625	3879.62890625	0
CPS3	0	20	12	1	0	0	0	5099.97119140625	3842.031982421875	12718.7900390625
CPS3	0	51	11	0	0	0	1	48.98167037963867	3813.386962890625	1525.0140380859375
CPS3	0	28	13	0	0	0	0	5260.630859375	3790.113037109375	9253.5244140625
CPS3	0	24	15	0	0	0	0	12746.990234375	3743.56494140625	0
CPS3	0	28	8	0	1	1	1	8305.33203125	3718.5	0
CPS3	0	20	11	0	0	1	1	5822.94091796875	3532.305908203125	11075.5595703125
CPS3	0	29	12	0	0	1	0	14288.9296875	3503.660888671875	8133.4072265625
CPS3	0	23	12	0	0	1	0	14347.7099609375	3482.177001953125	3818.445068359375
CPS3	0	20	11	1	0	0	1	0	3480.386962890625	5495.6650390625
CPS3	0	42	7	0	0	1	1	4324.10205078125	3457.113037109375	9856.435546875
CPS3	0	43	12	0	0	1	0	14328.1201171875	3453.531982421875	18781.900390625
CPS3	0	27	13	0	0	0	0	16406.900390625	3426.677001953125	5344.93701171875
CPS3	0	27	4	0	1	1	1	626.96539306640625	3410.56494140625	3367.739013671875
CPS3	0	25	12	0	0	1	0	21469.650390625	3405.194091796875	7981.201171875
CPS3	0	18	12	0	0	0	0	4729.669921875	3328.2099609375	12602.0498046875
CPS3	0	31	16	0	0	1	0	25862.3203125	3254.805908203125	25564.669921875
CPS3	0	27	12	0	0	1	0	4043.927001953125	3231.531982421875	7240.85986328125
CPS3	0	18	11	0	0	0	1	0	3226.160888671875	15814.6298828125
CPS3	0	24	7	0	0	1	1	7860.578125	3213.62890625	0
CPS3	0	23	12	0	0	1	0	7856.66015625	3213.62890625	5535.56396484375
CPS3	0	50	12	0	0	1	0	19929.66015625	3190.35498046875	18597.189453125
CPS3	0	19	12	0	0	0	0	99.922607421875	3172.451904296875	15436.330078125
CPS3	0	23	10	0	0	1	1	15811.2802734375	3145.596923828125	6398.55615234375
CPS3	0	51	12	0	0	1	0	21001.380859375	3140.22607421875	16015.599609375
CPS3	0	19	11	1	0	0	1	5607.421875	3054.2900390625	94.57450103759766
CPS3	0	20	10	0	0	1	1	3099.56005859375	2970.14501953125	21141.830078125
CPS3	0	20	11	0	1	0	1	2868.366943359375	2968.35498046875	7403.41015625
CPS3	0	21	12	0	0	0	0	8128.998046875	2939.7099609375	0
CPS3	0	39	10	0	0	1	1	0	2886	18761.220703125
CPS3	0	36	5	0	0	0	1	3814.69189453125	2873.468017578125	2751.527099609375
CPS3	0	19	9	1	0	0	1	1079.5560302734375	2873.468017578125	14344.2900390625
CPS3	0	42	6	0	1	1	1	2425.572021484375	2832.2900390625	1907.7449951171875
CPS3	0	20	7	0	0	0	1	1902.447998046875	2792.903076171875	6098.578125
CPS3	0	23	12	0	0	1	0	4954.98583984375	2771.4189453125	0
CPS3	0	35	12	0	0	1	0	1469.449951171875	2719.5	0
CPS3	0	18	12	0	0	0	0	881.67010498046875	2696.22607421875	12120.3095703125
CPS3	0	43	8	0	0	1	1	18338.740234375	2674.741943359375	6395.60107421875
CPS3	0	37	14	0	0	1	0	18501.359375	2638.93505859375	13429.580078125
CPS3	0	24	10	0	0	1	1	4719.8740234375	2565.531982421875	2173.736083984375
CPS3	0	51	12	0	0	0	0	20742.759765625	2538.677001953125	1019.6309814453125
CPS3	0	22	11	0	1	0	1	7341.373046875	2535.096923828125	14187.650390625
CPS3	0	19	12	0	0	0	0	336.993896484375	2518.98388671875	7118.208984375
CPS3	0	52	0	0	1	1	1	773.910400390625	2506.451904296875	0
CPS3	0	21	12	0	0	0	0	2903.633056640625	2456.322998046875	4787.833984375
CPS3	0	24	12	0	0	0	0	9784.578125	2413.35498046875	0
CPS3	0	35	8	0	0	1	1	2241.40087890625	2399.031982421875	9460.40625
CPS3	0	20	13	0	0	0	0	0	2352.48388671875	0
CPS3	0	17	7	1	0	0	1	1054.0860595703125	2286.241943359375	1613.677001953125
CPS3	0	18	10	1	0	0	1	311.5234069824219	2284.451904296875	8154.09521484375
CPS3	0	28	12	1	0	0	0	6285.328125	2255.805908203125	7310.31298828125
CPS3	0	25	14	0	1	1	0	1622.27294921875	2239.694091796875	1892.968017578125
CPS3	0	40	12	0	1	0	0	13616.900390625	2228.951904296875	876.2918701171875
CPS3	0	50	3	0	0	1	1	3136.785888671875	2203.886962890625	13976.33984375
CPS3	0	48	8	0	0	1	1	16050.3095703125	2116.160888671875	11600.150390625
CPS3	0	17	7	0	1	0	1	0	2082.14501953125	6460.62109375
CPS3	0	30	12	0	0	1	0	7347.2509765625	2080.35498046875	14475.8095703125
CPS3	0	30	7	0	0	1	1	574.065185546875	2010.531982421875	366.4761962890625
CPS3	0	22	11	0	0	1	1	3030.986083984375	1976.5159912109375	0
CPS3	0	27	12	0	0	1	0	11493.0595703125	1906.6939697265625	13419.240234375
CPS3	0	25	9	0	0	1	1	23377.970703125	1901.322998046875	1898.8790283203125
CPS3	0	21	14	0	0	0	0	80.32994079589844	1890.5810546875	6389.68994140625
CPS3	0	17	10	0	0	0	1	0	1888.7900390625	19993.640625
CPS3	0	39	7	0	0	0	1	7786.1259765625	1844.031982421875	9206.2373046875
CPS3	0	18	9	1	0	0	1	1183.39697265625	1822.5479736328125	803.88330078125
CPS3	0	25	12	0	0	1	0	2721.422119140625	1754.5159912109375	1037.364013671875
CPS3	0	20	8	0	0	1	1	2360.916015625	1741.9840087890625	0
CPS3	0	19	13	0	0	0	0	2366.7939453125	1709.758056640625	0
CPS3	0	19	11	0	0	0	1	0	1693.64501953125	9853.4814453125
CPS3	0	22	12	0	0	0	0	10137.25	1679.322998046875	25564.669921875
CPS3	0	18	11	1	0	0	1	2068.986083984375	1623.822998046875	20243.380859375
CPS3	0	21	10	0	0	0	1	1767.259033203125	1555.7900390625	7675.31201171875
CPS3	0	24	12	0	0	1	0	7643.10009765625	1546.8389892578125	3262.820068359375
CPS3	0	18	11	0	0	0	1	1273.52294921875	1532.5159912109375	12489.75
CPS3	0	17	10	0	0	0	1	568.1873779296875	1525.35498046875	6231.5732421875
CPS3	0	17	10	0	0	0	1	0	1503.8709716796875	7843.77294921875
CPS3	0	18	10	0	0	0	1	0	1491.3389892578125	237.91400146484375
CPS3	0	53	10	0	1	0	1	7878.2119140625	1489.5479736328125	13170.98046875
CPS3	0	18	11	1	0	0	1	1191.2340087890625	1478.8060302734375	3683.971923828125
CPS3	0	17	10	0	1	0	1	0	1453.741943359375	6918.7158203125
CPS3	0	26	12	1	0	0	0	0	1448.3709716796875	0
CPS3	0	39	5	0	0	1	1	13082.01953125	1434.0479736328125	18323.810546875
CPS3	0	18	12	1	0	0	0	1579.1689453125	1408.9840087890625	3057.416015625
CPS3	0	23	13	0	0	0	0	601.494873046875	1394.6610107421875	4975.5048828125
CPS3	0	18	8	0	0	0	1	5023.56005859375	1391.0810546875	6756.166015625
CPS3	0	28	10	0	0	1	1	7578.44384765625	1383.9189453125	2404.260986328125
CPS3	0	32	4	0	0	1	1	0	1378.5479736328125	0
CPS3	0	18	11	1	0	0	1	0	1367.8060302734375	33.987709045410156
CPS3	0	40	10	0	0	1	1	1543.9019775390625	1342.741943359375	0
CPS3	0	21	14	0	0	0	0	8456.1962890625	1330.2099609375	16967.259765625
CPS3	0	29	10	0	1	0	1	3732.403076171875	1323.0479736328125	6694.10107421875
CPS3	0	31	6	0	0	0	1	2666.56201171875	1321.258056640625	0
CPS3	0	46	7	0	0	1	1	19171.4296875	1317.677001953125	0
CPS3	0	20	9	0	1	1	1	0	1283.6610107421875	0
CPS3	0	36	18	0	0	1	0	3273.93505859375	1269.3389892578125	18227.759765625
CPS3	0	45	12	0	0	1	0	16559.720703125	1265.758056640625	7987.11181640625
CPS3	0	16	10	0	0	0	1	1026.656005859375	1224.5810546875	6847.78515625
CPS3	0	18	12	0	0	0	0	818.9735107421875	1208.468017578125	2232.844970703125
CPS3	0	40	12	0	1	0	0	11867.2802734375	1195.93505859375	3873.12109375
CPS3	0	16	9	0	0	0	1	0	1188.7740478515625	2451.548095703125
CPS3	0	16	10	0	0	0	1	574.065185546875	1181.613037109375	5578.41796875
CPS3	0	28	5	0	1	1	1	10967.98046875	1178.031982421875	239.39169311523438
CPS3	0	20	12	0	0	0	0	0	1147.5970458984375	15554.5498046875
CPS3	0	19	8	0	0	1	1	39.185340881347656	1136.85498046875	5327.2041015625
CPS3	0	16	8	0	0	0	1	0	1113.5810546875	542.32568359375
CPS3	0	20	11	0	0	1	1	2547.047119140625	1099.258056640625	0
CPS3	0	35	10	0	0	1	1	4964.7822265625	1086.7259521484375	1745.1949462890625
CPS3	0	32	6	0	1	1	1	979.6334228515625	1036.5970458984375	0
CPS3	0	32	16	1	0	0	0	17135.75	1031.2259521484375	0
CPS3	0	17	9	1	0	0	1	0	981.0968017578125	8900.3466796875
CPS3	0	16	7	0	0	0	1	0	975.725830078125	4728.72509765625
CPS3	0	32	15	0	0	0	0	489.81671142578125	968.56451416015625	7684.17822265625
CPS3	0	19	12	0	0	0	0	815.05499267578125	964.98388671875	12059.73046875
CPS3	0	40	12	0	0	1	0	16851.650390625	961.4031982421875	17717.939453125
CPS3	0	50	7	0	0	1	1	11473.4697265625	956.03228759765625	0
CPS3	0	39	11	0	0	0	1	0	930.96771240234375	0
CPS3	0	18	8	0	1	0	1	0	902.32257080078125	1306.31005859375
CPS3	0	39	10	1	0	0	1	844.4439697265625	889.790283203125	701.92010498046875
CPS3	0	17	11	0	1	0	1	0	873.67742919921875	7759.5419921875
CPS3	0	17	5	1	0	0	1	96.00406646728516	868.3065185546875	0
CPS3	0	19	12	0	0	0	0	2425.572021484375	861.14520263671875	2587.4990234375
CPS3	0	27	15	0	0	0	0	0	857.56451416015625	3392.860107421875
CPS3	0	18	11	1	0	0	1	587.780029296875	841.45159912109375	7933.9140625
CPS3	0	20	14	0	0	1	0	0	805.64520263671875	1454.0830078125
CPS3	0	20	12	0	0	1	0	12145.490234375	791.32257080078125	13683.75
CPS3	0	19	13	1	0	0	0	1714.3580322265625	785.95159912109375	9067.330078125
CPS3	0	24	8	0	0	1	1	213.5601043701172	760.8870849609375	2340.718994140625
CPS3	0	27	12	0	0	1	0	4222.22021484375	751.93548583984375	0
CPS3	0	19	9	0	0	0	1	773.910400390625	676.74188232421875	5647.87109375
CPS3	0	52	8	1	0	1	1	5454.59912109375	666	0
CPS3	0	18	11	0	1	0	1	0	630.1934814453125	0
CPS3	0	16	10	0	1	0	1	0	630.1934814453125	3892.33203125
CPS3	0	18	12	0	1	0	0	0	630.1934814453125	4843.98779296875
CPS3	0	45	12	0	0	0	0	4473.005859375	608.709716796875	0
CPS3	0	21	14	0	0	0	0	9708.1669921875	594.3870849609375	2256.488037109375
CPS3	0	36	8	0	0	1	1	2715.5439453125	585.43548583984375	0
CPS3	0	21	13	0	0	0	0	513.327880859375	578.274169921875	0
CPS3	0	41	7	0	0	1	1	19573.080078125	565.74188232421875	0
CPS3	0	18	7	0	0	0	1	491.7760009765625	558.58062744140625	642.81109619140625
CPS3	0	39	9	0	0	0	1	11230.51953125	537.0968017578125	5752.7900390625
CPS3	0	19	3	0	0	1	1	0	537.0968017578125	0
CPS3	0	32	13	0	0	1	0	12553.01953125	524.56451416015625	15353.580078125
CPS3	0	16	9	0	0	0	1	0	485.1773986816406	4112.51318359375
CPS3	0	16	7	0	0	0	1	658.3135986328125	479.8064880371094	6210.884765625
CPS3	0	21	9	1	0	0	1	1030.573974609375	470.85479736328125	1223.5579833984375
CPS3	0	22	12	0	0	1	0	12096.509765625	469.06451416015625	14289.6201171875
CPS3	0	23	11	0	1	1	1	8946.01171875	469.06451416015625	4776.01220703125
CPS3	0	17	8	1	0	0	1	0	451.1612854003906	0
CPS3	0	21	8	0	0	1	1	5699.5068359375	388.5	8844.1943359375
CPS3	0	18	10	0	0	0	1	0	386.7096862792969	0
CPS3	0	24	12	0	0	1	0	9051.8134765625	327.6289978027344	8547.1708984375
CPS3	0	24	12	1	0	1	0	4232.01611328125	320.46771240234375	1273.800048828125
CPS3	0	16	9	0	0	0	1	0	320.46771240234375	3707.615966796875
CPS3	0	20	8	0	0	1	1	621.08758544921875	306.14520263671875	5551.81884765625
CPS3	0	42	8	0	0	0	1	17925.330078125	300.7742004394531	14116.7197265625
CPS3	0	17	8	0	1	0	1	391.8533935546875	300.7742004394531	18891.259765625
CPS3	0	19	8	0	1	0	1	368.3421936035156	300.7742004394531	18510
CPS3	0	17	9	1	0	0	1	0	297.1935119628906	54.675880432128906
CPS3	0	21	14	0	0	0	0	107.75969696044922	293.6129150390625	7698.955078125
CPS3	0	16	9	1	0	0	1	0	277.5	3983.950927734375
CPS3	0	23	13	1	0	0	0	172.41549682617188	272.1289978027344	582.22430419921875
CPS3	0	16	9	0	0	0	1	411.4460144042969	254.22579956054688	1725.9849853515625
CPS3	0	17	11	0	1	0	1	803.29937744140625	248.85479736328125	5173.52099609375
CPS3	0	46	7	0	0	0	1	1081.5150146484375	245.27420043945312	0
CPS3	0	32	10	0	0	1	1	4145.80908203125	238.11289978027344	8245.7138671875
CPS3	0	18	11	0	0	0	1	131.27090454101562	218.41940307617188	7503.89599609375
CPS3	0	23	12	0	1	1	0	0	216.62899780273438	0
CPS3	0	18	10	0	0	1	1	0	211.2581024169922	14053.1796875
CPS3	0	19	10	1	0	0	1	1056.0450439453125	205.88710021972656	0
CPS3	0	16	7	1	0	0	1	133.2301025390625	205.88710021972656	6145.865234375
CPS3	0	26	7	0	0	1	1	1538.0240478515625	189.77420043945312	650.19970703125
CPS3	0	16	10	0	0	0	1	0	189.77420043945312	2136.79296875
CPS3	0	17	10	0	0	0	1	0	182.61289978027344	6423.6767578125
CPS3	0	17	10	0	0	0	1	0	171.87100219726562	1483.636962890625
CPS3	0	23	8	0	0	1	1	33.30754089355469	166.5	0
CPS3	0	29	12	0	0	1	0	14641.599609375	162.91940307617188	9473.705078125
CPS3	0	17	10	0	0	0	1	0	152.17739868164062	10301.23046875
CPS3	0	49	8	0	0	1	1	14684.7001953125	136.0644989013672	14963.4599609375
CPS3	0	20	10	0	0	1	1	6563.5439453125	134.27420043945312	15363.919921875
CPS3	0	40	16	0	0	1	0	0	114.58059692382812	0
CPS3	0	19	10	0	0	0	1	1933.7960205078125	112.79029846191406	675.32098388671875
CPS3	0	18	11	0	0	0	1	1481.2060546875	57.290321350097656	1421.572998046875
CPS3	0	16	6	1	0	0	1	0	44.758060455322266	0
CPS3	0	22	8	0	0	1	1	105.80039978027344	42.96773910522461	209.8372039794922
CPS3	0	31	12	1	0	1	0	0	42.96773910522461	11023.83984375
CPS3	0	20	11	0	0	1	1	4478.8837890625	39.38710021972656	6280.337890625
CPS3	0	17	11	0	1	0	1	601.494873046875	10.741939544677734	1913.656005859375
CPS3	0	50	12	0	0	1	0	25862.3203125	0	25564.669921875
CPS3	0	49	14	0	0	1	0	25862.3203125	0	25564.669921875
CPS3	0	47	9	0	0	1	1	25862.3203125	0	25564.669921875
CPS3	0	34	11	0	1	1	1	22198.490234375	0	0
CPS3	0	22	8	1	0	1	1	16961.369140625	0	959.04449462890625
CPS3	0	27	12	0	0	1	0	15509.5595703125	0	12593.1904296875
CPS3	0	30	10	0	0	1	1	14913.9404296875	0	11563.2099609375
CPS3	0	52	12	0	0	1	0	14780.7099609375	0	25564.669921875
CPS3	0	43	12	0	0	1	0	13321.0498046875	0	16860.859375
CPS3	0	27	9	0	1	1	1	12829.2802734375	0	0
CPS3	0	35	13	0	0	0	0	9537.7109375	0	11269.1396484375
CPS3	0	45	12	0	0	1	0	9277.1279296875	0	12108.490234375
CPS3	0	22	11	1	0	1	1	9049.8525390625	0	9088.017578125
CPS3	0	22	12	0	0	1	0	9022.423828125	0	3342.617919921875
CPS3	0	23	11	0	0	1	1	8910.7451171875	0	4183.44384765625
CPS3	0	55	7	0	0	1	1	8832.375	0	0
CPS3	0	26	14	0	0	0	0	8411.1318359375	0	0
CPS3	0	34	12	0	0	0	0	8125.0791015625	0	6032.080078125
CPS3	0	22	11	0	0	0	1	8013.40087890625	0	5748.35595703125
CPS3	0	31	12	0	0	0	0	6156.01611328125	0	4094.780029296875
CPS3	0	19	12	0	0	0	0	5797.47021484375	0	2160.43603515625
CPS3	0	24	10	0	0	1	1	5523.1728515625	0	5040.52490234375
CPS3	0	36	12	0	0	1	0	5374.26904296875	0	0
CPS3	0	20	9	0	0	1	1	5229.283203125	0	15892.9501953125
CPS3	0	23	8	0	0	1	1	4610.15478515625	0	0
CPS3	0	35	11	0	0	1	1	3975.35205078125	0	21963.44921875
CPS3	0	23	12	0	0	0	0	3893.06298828125	0	16324.4501953125
CPS3	0	29	10	0	0	0	1	3751.99609375	0	251.2135009765625
CPS3	0	24	9	0	0	1	1	3438.512939453125	0	818.6605224609375
CPS3	0	18	10	0	0	0	1	3360.14306640625	0	0
CPS3	0	45	8	1	0	0	1	3299.405029296875	0	31.03226089477539
CPS3	0	21	13	0	1	0	0	3015.31201171875	0	17627.80078125
CPS3	0	29	13	0	0	1	0	2780.199951171875	0	14339.8603515625
CPS3	0	21	15	0	0	0	0	2629.3359375	0	1717.1180419921875
CPS3	0	22	16	1	0	0	0	2564.679931640625	0	116.74040222167969
CPS3	0	24	12	1	0	1	0	2355.0390625	0	2448.593017578125
CPS3	0	20	14	0	0	0	0	2210.052978515625	0	2813.591064453125
CPS3	0	19	6	1	0	0	1	1955.3480224609375	0	14998.919921875
CPS3	0	19	9	0	1	0	1	1822.1180419921875	0	3372.172119140625
CPS3	0	19	12	1	0	0	0	1681.051025390625	0	0
CPS3	0	20	13	0	0	0	0	1657.5400390625	0	913.2349853515625
CPS3	0	19	12	1	0	0	0	1655.5799560546875	0	0
CPS3	0	26	5	0	0	1	1	1573.291015625	0	3700.22705078125
CPS3	0	26	9	0	1	0	1	1563.4949951171875	0	2862.35595703125
CPS3	0	23	12	0	0	0	0	1504.717041015625	0	0
CPS3	0	20	9	0	1	0	1	1500.7979736328125	0	12618.3095703125
CPS3	0	20	10	0	0	0	1	1412.6309814453125	0	6290.68212890625
CPS3	0	36	11	0	0	1	1	1404.7939453125	0	0
CPS3	0	39	12	0	0	1	0	1289.197998046875	0	1202.8690185546875
CPS3	0	17	9	1	0	0	1	1222.58203125	0	422.6297912597656
CPS3	0	55	3	0	0	0	1	1208.8680419921875	0	0
CPS3	0	28	8	0	0	1	1	1202.989990234375	0	19516.330078125
CPS3	0	19	12	0	1	0	0	1058.0040283203125	0	8923.9912109375
CPS3	0	37	7	0	0	1	1	963.95928955078125	0	0
CPS3	0	16	9	0	0	1	1	920.85540771484375	0	15997.8701171875
CPS3	0	17	10	0	0	0	1	646.5579833984375	0	9438.240234375
CPS3	0	24	12	1	0	0	0	566.22808837890625	0	2284.56494140625
CPS3	0	19	11	0	0	0	1	540.75762939453125	0	3406.159912109375
CPS3	0	50	5	1	0	1	1	411.4460144042969	0	9166.337890625
CPS3	0	19	9	1	0	0	1	384.01629638671875	0	0
