year	age	agesq	nbh	cbd	intst	lintst	price	rooms	area	land	baths	dist	ldist	wind	lprice	y81	larea	lland	y81ldist	lintstsq	nearinc	y81nrinc	rprice	lrprice
1978	18	324	0	9000	8000	8.987199783325195	49000	6	1476	15664	1	17200	9.752664566040039	3	10.799579620361328	0	7.297091007232666	9.659120559692383	0	80.76976013183594	0	0	49000	10.799579620361328
1978	58	3364	4	2000	3000	8.006400108337402	80000	7	1838	9249	2	9900	9.200289726257324	3	11.289779663085938	0	7.516432762145996	9.132270812988281	0	64.1024398803711	1	0	80000	11.289779663085938
1978	56	3136	4	2000	3000	8.006400108337402	50000	6	1536	10491	2	10000	9.210339546203613	3	10.819780349731445	0	7.336936950683594	9.258273124694824	0	64.1024398803711	1	0	50000	10.819780349731445
1978	70	4900	4	2000	3000	8.006400108337402	59000	5	2458	9400	2	10000	9.210339546203613	3	10.985289573669434	0	7.807103157043457	9.148465156555176	0	64.1024398803711	1	0	59000	10.985289573669434
1978	26	676	4	3000	4000	8.293999671936035	42000	4	750	8000	1	10600	9.268609046936035	3	10.64542007446289	0	6.620072841644287	8.987196922302246	0	68.7904281616211	1	0	42000	10.64542007446289
1978	21	441	4	4000	4000	8.293999671936035	71500	5	2106	13370	2	11700	9.36734390258789	3	11.177450180053711	0	7.652545928955078	9.500768661499023	0	68.7904281616211	1	0	71500	11.177450180053711
1978	24	576	4	4000	5000	8.517200469970703	43000	4	1000	8000	1	11700	9.36734390258789	5	10.668959617614746	0	6.907754898071289	8.987196922302246	0	72.5427017211914	1	0	43000	10.668959617614746
1978	33	1089	4	5000	5000	8.517200469970703	48000	6	1410	10370	2	12500	9.433484077453613	5	10.778960227966309	0	7.251345157623291	9.246672630310059	0	72.5427017211914	1	0	48000	10.778960227966309
1978	128	16384	2	14000	14000	9.546799659729004	37500	7	2346	43560	2	19600	9.883284568786621	7	10.532099723815918	0	7.760467052459717	10.681889533996582	0	91.1413803100586	0	0	37500	10.532099723815918
1978	15	225	2	18000	18000	9.798100471496582	59000	6	1215	44867	1	24000	10.085809707641602	7	10.985289573669434	0	7.102499008178711	10.71146011352539	0	96.00276947021484	0	0	59000	10.985289573669434
1978	7	49	2	18000	18000	9.798100471496582	59000	6	2128	44174	2	22200	10.00784969329834	7	10.985289573669434	0	7.662938117980957	10.695890426635742	0	96.00276947021484	0	0	59000	10.985289573669434
1978	0	0	2	16000	17000	9.741000175476074	94000	7	2290	25250	3	21700	9.985068321228027	7	11.4510498046875	0	7.736307144165039	10.136580467224121	0	94.88707733154297	0	0	94000	11.4510498046875
1978	0	0	2	17000	17000	9.741000175476074	95920	7	2464	48269	3	21700	9.985068321228027	7	11.471269607543945	0	7.80954122543335	10.784540176391602	0	94.88707733154297	0	0	95920	11.471269607543945
1978	0	0	2	17000	17000	9.741000175476074	95000	7	2240	44916	3	21900	9.994241714477539	7	11.461629867553711	0	7.714231014251709	10.712550163269043	0	94.88707733154297	0	0	95000	11.461629867553711
1978	0	0	2	17000	17000	9.741000175476074	95900	7	2464	50808	3	22000	9.998798370361328	7	11.471059799194336	0	7.80954122543335	10.835809707641602	0	94.88707733154297	0	0	95900	11.471059799194336
1978	1	1	2	16000	17000	9.741000175476074	91000	7	2240	53000	3	21600	9.980448722839355	7	11.418609619140625	0	7.714231014251709	10.878049850463867	0	94.88707733154297	0	0	91000	11.418609619140625
1978	0	0	2	16000	16000	9.680299758911133	96900	7	2464	41463	3	21500	9.975808143615723	7	11.481430053710938	0	7.80954122543335	10.632559776306152	0	93.70821380615234	0	0	96900	11.481430053710938
1978	104	10816	4	2000	4000	8.293999671936035	47000	8	2576	12568	2	9400	9.148465156555176	3	10.75790023803711	0	7.853992938995361	9.438909530639648	0	68.7904281616211	1	0	47000	10.75790023803711
1978	18	324	4	3000	4000	8.293999671936035	68500	6	1377	12877	2	10200	9.230142593383789	5	11.134590148925781	0	7.227663040161133	9.463197708129883	0	68.7904281616211	1	0	68500	11.134590148925781
1978	188	35344	0	9000	9000	9.104999542236328	36000	6	2071	9665	2	16100	9.686574935913086	5	10.491270065307617	0	7.635787010192871	9.17626667022705	0	82.90101623535156	0	0	36000	10.491270065307617
1978	12	144	0	8000	8000	8.987199783325195	90000	7	2352	26890	3	15000	9.615804672241211	5	11.407569885253906	0	7.763020992279053	10.199509620666504	0	80.76976013183594	1	0	90000	11.407569885253906
1978	178	31684	0	10000	9000	9.104999542236328	66900	10	1750	12516	2	17100	9.746833801269531	5	11.110950469970703	0	7.467370986938477	9.434762954711914	0	82.90101623535156	0	0	66900	11.110950469970703
1978	1	1	4	3000	6000	8.69950008392334	44000	6	1869	12500	2	6100	8.716044425964355	3	10.691949844360352	0	7.533158779144287	9.433484077453613	0	75.6812973022461	1	0	44000	10.691949844360352
1978	48	2304	4	2000	6000	8.69950008392334	43500	6	1490	5000	1	6600	8.794824600219727	3	10.680520057678223	0	7.306530952453613	8.517192840576172	0	75.6812973022461	1	0	43500	10.680520057678223
1978	56	3136	4	2000	6000	8.69950008392334	40000	5	1867	5000	1	6800	8.824678421020508	3	10.596630096435547	0	7.532087802886963	8.517192840576172	0	75.6812973022461	1	0	40000	10.596630096435547
1978	3	9	4	3000	6000	8.69950008392334	46000	7	1261	10000	2	6000	8.699515342712402	3	10.73639965057373	0	7.139659881591797	9.210339546203613	0	75.6812973022461	1	0	46000	10.73639965057373
1978	21	441	0	3000	5000	8.517200469970703	48000	5	1038	15431	1	10000	9.210339546203613	5	10.778960227966309	0	6.945051193237305	9.644133567810059	0	72.5427017211914	1	0	48000	10.778960227966309
1978	12	144	4	4000	6000	8.69950008392334	61000	7	1800	13030	2	11200	9.32366943359375	5	11.018630027770996	0	7.495542049407959	9.47500991821289	0	75.6812973022461	1	0	61000	11.018630027770996
1978	28	784	4	4000	5000	8.517200469970703	55500	6	1972	20089	2	11400	9.341368675231934	5	10.924139976501465	0	7.586802959442139	9.907928466796875	0	72.5427017211914	1	0	55500	10.924139976501465
1978	23	529	0	6000	7000	8.853699684143066	63000	6	2089	16935	1	12100	9.400960922241211	5	11.05088996887207	0	7.6444411277771	9.737137794494629	0	78.38800048828125	1	0	63000	11.05088996887207
1978	148	21904	0	6000	7000	8.853699684143066	32000	6	1464	29129	2	12500	9.433484077453613	5	10.373490333557129	0	7.288928031921387	10.27949047088623	0	78.38800048828125	1	0	32000	10.373490333557129
1978	25	625	0	7000	7000	8.853699684143066	32000	6	2112	12500	2	14000	9.546813011169434	5	10.373490333557129	0	7.655391216278076	9.433484077453613	0	78.38800048828125	1	0	32000	10.373490333557129
1978	13	169	0	12000	12000	9.3927001953125	82000	6	1964	25182	2	18300	9.814656257629395	5	11.314470291137695	0	7.582737922668457	10.133879661560059	0	88.22281646728516	0	0	82000	11.314470291137695
1978	18	324	0	14000	17000	9.741000175476074	51000	5	1166	45000	1	5200	8.556413650512695	7	10.839579582214355	0	7.061334133148193	10.714420318603516	0	94.88707733154297	1	0	51000	10.839579582214355
1978	38	1444	1	10000	14000	9.546799659729004	83000	6	3861	51062	2	8000	8.987196922302246	11	11.326600074768066	0	8.258681297302246	10.840800285339355	0	91.1413803100586	1	0	83000	11.326600074768066
1978	10	100	0	14000	16000	9.680299758911133	100000	7	2252	44000	3	16000	9.6803436279296875	11	11.512929916381836	0	7.719573974609375	10.691949844360352	0	93.70821380615234	0	0	100000	11.512929916381836
1978	8	64	0	14000	16000	9.680299758911133	131500	9	2598	44000	3	16000	9.6803436279296875	11	11.786760330200195	0	7.862496852874756	10.691949844360352	0	93.70821380615234	0	0	131500	11.786760330200195
1978	21	441	0	17000	18000	9.798100471496582	37500	4	2276	43560	1	22100	10.00333023071289	7	10.532099723815918	0	7.730175018310547	10.681889533996582	0	96.00276947021484	0	0	37500	10.532099723815918
1978	68	4624	4	3000	6000	8.69950008392334	49000	6	1875	9790	2	6700	8.809863090515137	5	10.799579620361328	0	7.5363640785217285	9.189115524291992	0	75.6812973022461	1	0	49000	10.799579620361328
1978	13	169	4	4000	6000	8.69950008392334	54000	6	1570	8790	2	10700	9.277998924255371	5	10.896739959716797	0	7.35883092880249	9.08137035369873	0	75.6812973022461	1	0	54000	10.896739959716797
1978	38	1444	0	4000	7000	8.853699684143066	56900	6	2032	10993	2	5300	8.575462341308594	5	10.949049949645996	0	7.616775989532471	9.305013656616211	0	78.38800048828125	1	0	56900	10.949049949645996
1978	22	484	0	4000	8000	8.987199783325195	62000	6	1318	20550	2	5700	8.648221015930176	5	11.034890174865723	0	7.183870792388916	9.93061637878418	0	80.76976013183594	1	0	62000	11.034890174865723
1978	21	441	0	4000	8000	8.987199783325195	48000	5	1078	21800	2	5800	8.665613174438477	5	10.778960227966309	0	6.982862949371338	9.989665031433105	0	80.76976013183594	1	0	48000	10.778960227966309
1978	56	3136	4	4000	7000	8.853699684143066	48000	7	3460	11421	2	5900	8.682707786560059	5	10.778960227966309	0	8.14902400970459	9.343209266662598	0	78.38800048828125	1	0	48000	10.778960227966309
1978	28	784	4	3000	7000	8.853699684143066	53000	5	1592	12700	2	6800	8.824678421020508	5	10.878049850463867	0	7.372745990753174	9.449357032775879	0	78.38800048828125	1	0	53000	10.878049850463867
1978	54	2916	4	4000	7000	8.853699684143066	49000	8	915	14000	1	7600	8.935903549194336	5	10.799579620361328	0	6.8189239501953125	9.546813011169434	0	78.38800048828125	1	0	49000	10.799579620361328
1978	28	784	4	5000	7000	8.853699684143066	31000	5	925	4585	1	11400	9.341368675231934	5	10.341739654541016	0	6.829793930053711	8.430545806884766	0	78.38800048828125	1	0	31000	10.341739654541016
1978	14	196	0	4000	7000	8.853699684143066	56900	6	1421	21120	2	6800	8.824678421020508	5	10.949049949645996	0	7.259116172790527	9.957975387573242	0	78.38800048828125	1	0	56900	10.949049949645996
1978	78	6084	0	10000	10000	9.21030044555664	34000	5	990	1710	1	15600	9.65502643585205	5	10.434120178222656	0	6.897705078125	7.444249153137207	0	84.82964324951172	1	0	34000	10.434120178222656
1978	153	23409	0	10000	11000	9.305700302124023	98000	9	3792	35942	4	16200	9.692767143249512	5	11.492719650268555	0	8.240649223327637	10.489660263061523	0	86.59606170654297	0	0	98000	11.492719650268555
1978	3	9	0	12000	12000	9.3927001953125	85500	7	2544	26726	3	17700	9.781319618225098	7	11.356269836425781	0	7.841493129730225	10.193389892578125	0	88.22281646728516	0	0	85500	11.356269836425781
1978	0	0	0	12000	12000	9.3927001953125	122500	7	2206	50094	3	18500	9.825526237487793	5	11.715869903564453	0	7.6989359855651855	10.821660041809082	0	88.22281646728516	0	0	122500	11.715869903564453
1978	189	35721	1	14000	17000	9.741000175476074	185000	9	5078	132422	4	14500	9.581904411315918	11	12.1281099319458	0	8.532672882080078	11.793749809265137	0	94.88707733154297	1	0	185000	12.1281099319458
1978	5	25	1	17000	19000	9.85219955444336	67500	5	1358	44775	2	16700	9.723163604736328	11	11.119879722595215	0	7.213768005371094	10.709400177001953	0	97.065826416015625	0	0	67500	11.119879722595215
1978	8	64	1	16000	19000	9.85219955444336	120000	7	2171	44064	3	16200	9.692767143249512	11	11.695249557495117	0	7.682942867279053	10.693400382995605	0	97.065826416015625	0	0	120000	11.695249557495117
1978	1	1	1	19000	21000	9.952300071716309	79000	7	1998	43561	3	19900	9.89847469329834	11	11.277199745178223	0	7.599902153015137	10.681920051574707	0	99.04827880859375	0	0	79000	11.277199745178223
1978	1	1	1	18000	21000	9.952300071716309	77500	7	1998	147668	3	19800	9.893437385559082	11	11.25802993774414	0	7.599902153015137	11.90272045135498	0	99.04827880859375	0	0	77500	11.25802993774414
1978	26	676	1	20000	22000	9.998800277709961	58000	6	1356	544500	2	21000	9.952278137207031	11	10.968199729919434	0	7.212295055389404	13.207619667053223	0	99.97601318359375	0	0	58000	10.968199729919434
1978	0	0	1	19000	21000	9.952300071716309	61900	9	1411	44431	3	20200	9.913437843322754	11	11.033280372619629	0	7.252054214477539	10.701689720153809	0	99.04827880859375	0	0	61900	11.033280372619629
1978	2	4	1	19000	21000	9.952300071716309	79900	7	1540	46174	3	21000	9.952278137207031	11	11.288530349731445	0	7.339538097381592	10.740169525146484	0	99.04827880859375	0	0	79900	11.288530349731445
1978	0	0	1	20000	22000	9.998800277709961	62400	7	1296	46609	2	20900	9.947504043579102	11	11.041319847106934	0	7.1670379638671875	10.749549865722656	0	99.97601318359375	0	0	62400	11.041319847106934
1978	1	1	1	22000	24000	10.086000442504883	89500	7	2240	43560	2	23000	10.04325008392334	11	11.401989936828613	0	7.714231014251709	10.681889533996582	0	101.72740173339844	0	0	89500	11.401989936828613
1978	0	0	6	21000	23000	10.043000221252441	89500	7	2436	43560	3	23100	10.047590255737305	11	11.401989936828613	0	7.798111915588379	10.681889533996582	0	100.86190032958984	0	0	89500	11.401989936828613
1978	0	0	6	22000	24000	10.086000442504883	94900	7	2384	43560	3	23200	10.051910400390625	11	11.460579872131348	0	7.7765350341796875	10.681889533996582	0	101.72740173339844	0	0	94900	11.460579872131348
1978	0	0	6	24000	26000	10.166000366210938	85900	6	1862	56392	2	27100	10.207289695739746	11	11.360939979553223	0	7.529407024383545	10.940079689025879	0	103.34760284423828	0	0	85900	11.360939979553223
1978	0	0	6	24000	26000	10.166000366210938	92900	7	2036	49737	3	27000	10.203590393066406	11	11.439279556274414	0	7.618741989135742	10.814499855041504	0	103.34760284423828	0	0	92900	11.439279556274414
1978	0	0	6	24000	26000	10.166000366210938	84900	7	2082	43958	3	27000	10.203590393066406	11	11.34922981262207	0	7.64108419418335	10.690990447998047	0	103.34760284423828	0	0	84900	11.34922981262207
1978	0	0	6	24000	26000	10.166000366210938	85900	7	1962	44465	3	26700	10.19242000579834	11	11.360939979553223	0	7.581719875335693	10.702460289001465	0	103.34760284423828	0	0	85900	11.360939979553223
1978	0	0	6	24000	26000	10.166000366210938	85900	7	2286	43996	3	26600	10.18867015838623	11	11.360939979553223	0	7.734559059143066	10.691849708557129	0	103.34760284423828	0	0	85900	11.360939979553223
1978	0	0	6	24000	25000	10.126999855041504	97900	7	2464	43560	3	26400	10.181119918823242	11	11.491700172424316	0	7.80954122543335	10.681889533996582	0	102.55609893798828	0	0	97900	11.491700172424316
1978	0	0	6	24000	25000	10.126999855041504	78400	6	1862	45302	2	26300	10.177319526672363	11	11.269579887390137	0	7.529407024383545	10.721110343933105	0	102.55609893798828	0	0	78400	11.269579887390137
1978	0	0	6	24000	26000	10.166000366210938	91400	8	2738	43995	2	27000	10.203590393066406	11	11.42300033569336	0	7.914982795715332	10.691829681396484	0	103.34760284423828	0	0	91400	11.42300033569336
1978	0	0	6	25000	26000	10.166000366210938	106500	7	2240	43995	3	27100	10.207289695739746	11	11.575900077819824	0	7.714231014251709	10.691829681396484	0	103.34760284423828	0	0	106500	11.575900077819824
1978	0	0	6	24000	26000	10.166000366210938	109500	7	2780	43995	3	27000	10.203590393066406	11	11.603679656982422	0	7.930205821990967	10.691829681396484	0	103.34760284423828	0	0	109500	11.603679656982422
1978	1	1	1	14000	16000	9.680299758911133	148000	7	2781	43560	3	15600	9.65502643585205	11	11.904970169067383	0	7.93056583404541	10.681889533996582	0	93.70821380615234	1	0	148000	11.904970169067383
1978	12	144	1	16000	19000	9.85219955444336	75000	6	1537	48352	2	17700	9.781319618225098	11	11.225239753723145	0	7.337587833404541	10.786259651184082	0	97.065826416015625	0	0	75000	11.225239753723145
1978	1	1	1	14000	16000	9.680299758911133	90400	7	2796	43560	3	15600	9.65502643585205	11	11.411999702453613	0	7.9359450340271	10.681889533996582	0	93.70821380615234	1	0	90400	11.411999702453613
1978	1	1	1	14000	16000	9.680299758911133	125000	9	2794	43995	3	15600	9.65502643585205	11	11.736069679260254	0	7.9352288246154785	10.691829681396484	0	93.70821380615234	1	0	125000	11.736069679260254
1978	158	24964	6	22000	23000	10.043000221252441	123000	9	2872	104544	3	33300	10.413310050964355	11	11.719940185546875	0	7.962763786315918	11.55735969543457	0	100.86190032958984	0	0	123000	11.719940185546875
1978	30	900	6	21000	22000	9.998800277709961	63000	6	1357	45302	1	25600	10.150349617004395	7	11.05088996887207	0	7.213031768798828	10.721110343933105	0	99.97601318359375	0	0	63000	11.05088996887207
1978	188	35344	6	21000	23000	10.043000221252441	87500	7	3256	44867	2	25300	10.13856029510498	11	11.379389762878418	0	8.088254928588867	10.71146011352539	0	100.86190032958984	0	0	87500	11.379389762878418
1978	0	0	0	30000	31000	10.342000007629395	73000	7	2038	49223	2	33300	10.413310050964355	11	11.198209762573242	0	7.619723796844482	10.804120063781738	0	106.95700073242188	0	0	73000	11.198209762573242
1978	0	0	0	25000	26000	10.166000366210938	84900	7	1924	44431	3	28100	10.24351978302002	11	11.34922981262207	0	7.562160968780518	10.701689720153809	0	103.34760284423828	0	0	84900	11.34922981262207
1978	0	0	0	25000	26000	10.166000366210938	80900	7	2370	43560	3	27300	10.214639663696289	11	11.300970077514648	0	7.7706451416015625	10.681889533996582	0	103.34760284423828	0	0	80900	11.300970077514648
1978	0	0	0	25000	26000	10.166000366210938	94000	7	2036	51836	3	27200	10.210969924926758	11	11.4510498046875	0	7.618741989135742	10.855839729309082	0	103.34760284423828	0	0	94000	11.4510498046875
1978	0	0	0	30000	31000	10.342000007629395	74500	7	1818	55321	2	33200	10.410309791564941	11	11.218549728393555	0	7.505492210388184	10.920909881591797	0	106.95700073242188	0	0	74500	11.218549728393555
1978	1	1	5	33000	34000	10.434000015258789	82500	7	1986	50094	3	36700	10.510530471801758	11	11.320549964904785	0	7.593877792358398	10.821660041809082	0	108.86840057373047	0	0	82500	11.320549964904785
1978	3	9	5	31000	32000	10.373000144958496	86000	6	1855	50965	2	34600	10.45160961151123	11	11.362099647521973	0	7.52564001083374	10.838890075683594	0	107.5990982055664	0	0	86000	11.362099647521973
1978	1	1	5	30000	30000	10.309000015258789	76900	6	1836	46174	3	33300	10.413310050964355	11	11.250260353088379	0	7.515345096588135	10.740169525146484	0	106.27549743652344	0	0	76900	11.250260353088379
1978	1	1	5	30000	30000	10.309000015258789	75900	7	1836	45738	2	33300	10.413310050964355	11	11.237170219421387	0	7.515345096588135	10.730680465698242	0	106.27549743652344	0	0	75900	11.237170219421387
1978	0	0	5	30000	30000	10.309000015258789	75500	7	1820	46174	3	33300	10.413310050964355	11	11.231889724731445	0	7.506591796875	10.740169525146484	0	106.27549743652344	0	0	75500	11.231889724731445
1978	0	0	5	30000	30000	10.309000015258789	75000	7	1728	47916	2	33300	10.413310050964355	11	11.225239753723145	0	7.4547200202941895	10.777199745178223	0	106.27549743652344	0	0	75000	11.225239753723145
1978	0	0	5	30000	30000	10.309000015258789	73900	6	2092	47045	3	33300	10.413310050964355	11	11.210470199584961	0	7.645875930786133	10.758859634399414	0	106.27549743652344	0	0	73900	11.210470199584961
1978	0	0	5	33000	34000	10.434000015258789	83900	7	2036	46174	3	36800	10.513250350952148	11	11.337380409240723	0	7.618741989135742	10.740169525146484	0	108.86840057373047	0	0	83900	11.337380409240723
1978	1	1	5	33000	34000	10.434000015258789	76900	7	2400	43560	3	37100	10.521369934082031	11	11.250260353088379	0	7.783224105834961	10.681889533996582	0	108.86840057373047	0	0	76900	11.250260353088379
1978	0	0	5	30000	31000	10.342000007629395	84300	7	2104	68689	3	33200	10.410309791564941	11	11.342140197753906	0	7.6515960693359375	11.13733959197998	0	106.95700073242188	0	0	84300	11.342140197753906
1978	0	0	5	30000	31000	10.342000007629395	75900	7	1928	157252	3	33300	10.413310050964355	11	11.237170219421387	0	7.564239025115967	11.96560001373291	0	106.95700073242188	0	0	75900	11.237170219421387
1978	0	0	5	30000	31000	10.342000007629395	87900	7	2067	204296	3	33300	10.413310050964355	11	11.383959770202637	0	7.633852958679199	12.227330207824707	0	106.95700073242188	0	0	87900	11.383959770202637
1978	13	169	2	26000	26000	10.166000366210938	65000	7	1360	43910	2	30100	10.31227970123291	7	11.08213996887207	0	7.215240001678467	10.689900398254395	0	103.34760284423828	0	0	65000	11.08213996887207
1978	0	0	2	26000	26000	10.166000366210938	90000	7	1940	43996	3	30000	10.308950424194336	7	11.407569885253906	0	7.570443153381348	10.691849708557129	0	103.34760284423828	0	0	90000	11.407569885253906
1978	5	25	2	26000	26000	10.166000366210938	104500	7	2816	43560	3	29900	10.305609703063965	7	11.556940078735352	0	7.94307279586792	10.681889533996582	0	103.34760284423828	0	0	104500	11.556940078735352
1978	14	196	2	24000	25000	10.126999855041504	63000	6	1235	95832	2	28400	10.25413990020752	7	11.05088996887207	0	7.118825912475586	11.47035026550293	0	102.55609893798828	0	0	63000	11.05088996887207
1978	5	25	2	27000	27000	10.204000473022461	66100	7	1388	46600	2	31000	10.341739654541016	7	11.098919868469238	0	7.235619068145752	10.749360084533691	0	104.12159729003906	0	0	66100	11.098919868469238
1978	6	36	2	27000	27000	10.204000473022461	60000	7	1070	48834	1	31000	10.341739654541016	7	11.002099990844727	0	6.975413799285889	10.79617977142334	0	104.12159729003906	0	0	60000	11.002099990844727
1978	4	16	2	27000	28000	10.239999771118164	73000	7	1390	46100	2	31000	10.341739654541016	11	11.198209762573242	0	7.237059116363525	10.738570213317871	0	104.85759735107422	0	0	73000	11.198209762573242
1978	3	9	2	24000	25000	10.126999855041504	83000	9	2574	43996	3	28200	10.247079849243164	7	11.326600074768066	0	7.853216171264648	10.691849708557129	0	102.55609893798828	0	0	83000	11.326600074768066
1978	1	1	5	28000	29000	10.274999618530273	70500	6	1232	45000	2	32300	10.382820129394531	11	11.163370132446289	0	7.11639404296875	10.714420318603516	0	105.57559967041016	0	0	70500	11.163370132446289
1978	4	16	5	28000	28000	10.239999771118164	120000	6	2650	43996	3	32000	10.373490333557129	7	11.695249557495117	0	7.882315158843994	10.691849708557129	0	104.85759735107422	0	0	120000	11.695249557495117
1978	12	144	5	31000	32000	10.373000144958496	62500	6	1978	44867	2	35700	10.48291015625	7	11.042920112609863	0	7.589840888977051	10.71146011352539	0	107.5990982055664	0	0	62500	11.042920112609863
1978	1	1	5	28000	29000	10.274999618530273	65500	6	1248	45000	2	32800	10.39818000793457	11	11.089810371398926	0	7.129298210144043	10.714420318603516	0	105.57559967041016	0	0	65500	11.089810371398926
1978	9	81	5	27000	28000	10.239999771118164	84900	7	1716	45500	2	31300	10.351369857788086	7	11.34922981262207	0	7.447751045227051	10.725469589233398	0	104.85759735107422	0	0	84900	11.34922981262207
1978	9	81	5	31000	31000	10.342000007629395	63400	6	1144	44431	1	35600	10.48009967803955	7	11.057220458984375	0	7.042285919189453	10.701689720153809	0	106.95700073242188	0	0	63400	11.057220458984375
1978	2	4	5	30000	30000	10.309000015258789	80000	7	2450	44867	3	34500	10.448710441589355	7	11.289779663085938	0	7.803843021392822	10.71146011352539	0	106.27549743652344	0	0	80000	11.289779663085938
1978	2	4	0	23000	24000	10.086000442504883	86000	7	2952	43996	3	28200	10.247079849243164	7	11.362099647521973	0	7.990238189697266	10.691849708557129	0	101.72740173339844	0	0	86000	11.362099647521973
1978	0	0	0	23000	24000	10.086000442504883	94376	7	2800	69260	3	28400	10.25413990020752	7	11.455039978027344	0	7.937375068664551	11.145620346069336	0	101.72740173339844	0	0	94376	11.455039978027344
1978	0	0	0	23000	24000	10.086000442504883	90500	7	2108	52272	3	28000	10.239959716796875	7	11.41310977935791	0	7.653494834899902	10.864219665527344	0	101.72740173339844	0	0	90500	11.41310977935791
1978	2	4	0	24000	24000	10.086000442504883	90500	7	2208	54014	3	28400	10.25413990020752	7	11.41310977935791	0	7.6998419761657715	10.897000312805176	0	101.72740173339844	0	0	90500	11.41310977935791
1978	0	0	0	24000	24000	10.086000442504883	84900	7	1560	44864	3	28600	10.261159896850586	7	11.34922981262207	0	7.35244083404541	10.711389541625977	0	101.72740173339844	0	0	84900	11.34922981262207
1978	2	4	0	24000	24000	10.086000442504883	86000	7	2248	49222	3	28300	10.250619888305664	7	11.362099647521973	0	7.7177958488464355	10.804100036621094	0	101.72740173339844	0	0	86000	11.362099647521973
1978	6	36	2	22000	23000	10.043000221252441	91500	7	2284	44001	3	27800	10.232789993286133	7	11.424090385437012	0	7.733684062957764	10.691969871520996	0	100.86190032958984	0	0	91500	11.424090385437012
1978	23	529	2	21000	21000	9.952300071716309	89912	7	2632	64904	2	27000	10.203590393066406	7	11.406590461730957	0	7.8754987716674805	11.080659866333008	0	99.04827880859375	0	0	89912	11.406590461730957
1978	23	529	2	21000	21000	9.952300071716309	88000	7	2632	64904	2	27000	10.203590393066406	7	11.385089874267578	0	7.8754987716674805	11.080659866333008	0	99.04827880859375	0	0	88000	11.385089874267578
1978	14	196	2	19000	19000	9.85219955444336	73500	6	1936	43996	2	25200	10.134599685668945	7	11.205039978027344	0	7.568378925323486	10.691849708557129	0	97.065826416015625	0	0	73500	11.205039978027344
